42199.235193586064,25,21,False
42199.235193586064,19,16,False
42199.235193586064,21,18,False
42199.235193586064,21,17,False
42199.235193586064,23,21,False
42199.235193586064,27,22,False
42199.235193586064,17,15,False
42199.235193586064,23,16,False
42199.235193586064,23,19,False
42199.235193586064,30,22,False
42199.235193586064,27,22,False
42199.235193586064,23,22,False
42199.235193586064,34,27,False
42199.235193586064,20,16,False
42199.235193586064,24,22,False
42199.235193586064,26,19,False
42199.235193586064,32,27,False
42199.235193586064,23,21,False
42199.235193586064,17,15,False
42199.235193586064,31,24,False
42199.235193586064,28,21,False
42199.235193586064,29,21,False
42199.235193586064,18,15,False
42199.235193586064,21,17,False
42199.235193586064,15,13,False
42199.235193586064,21,17,False
42199.235193586064,25,20,False
42199.235193586064,24,20,False
42199.235193586064,33,27,False
42199.235193586064,30,26,False
42199.235193586064,24,23,False
42199.235193586064,16,14,False
42199.235193586064,31,25,False
42199.235193586064,25,20,False
42199.235193586064,28,21,False
42199.235193586064,21,19,False
42199.235193586064,21,21,False
42199.235193586064,23,22,False
42199.235193586064,21,19,False
42199.235193586064,21,19,False
42199.235193586064,20,17,False
42199.235193586064,36,29,False
42199.235193586064,30,22,False
42199.235193586064,20,16,False
42199.235193586064,31,24,False
42199.235193586064,19,16,False
42199.235193586064,16,16,False
42199.235193586064,25,21,False
42199.235193586064,22,18,False
42199.235193586064,22,20,False
42199.235193586064,26,21,False
42199.235193586064,27,23,False
42199.235193586064,22,20,False
42199.235193586064,23,19,False
42199.235193586064,21,20,False
42199.235193586064,18,17,False
42199.235193586064,18,14,False
42199.235193586064,18,17,False
42199.235193586064,23,21,False
42199.235193586064,20,16,False
42199.235193586064,19,18,False
42199.235193586064,18,17,False
42199.235193586064,17,16,False
42199.235193586064,23,17,False
42199.235193586064,24,20,False
42199.235193586064,28,20,False
42199.235193586064,22,17,False
42199.235193586064,34,25,False
42199.235193586064,17,16,False
42199.235193586064,21,19,False
42199.235193586064,30,20,False
42199.235193586064,24,20,False
42199.235193586064,14,14,False
42199.235193586064,13,10,False
42199.235193586064,29,25,False
42199.235193586064,26,21,False
42199.235193586064,28,24,False
42199.235193586064,32,25,False
42199.235193586064,20,17,False
42199.235193586064,27,21,False
42199.235193586064,18,14,False
42199.235193586064,29,21,False
42199.235193586064,26,24,False
42199.235193586064,23,20,False
42199.235193586064,17,13,False
42199.235193586064,17,17,False
42199.235193586064,30,25,False
42199.235193586064,21,17,False
42199.235193586064,27,22,False
42199.235193586064,23,20,False
42199.235193586064,19,16,False
42199.235193586064,20,16,False
42199.235193586064,19,15,False
42199.235193586064,13,11,False
42199.235193586064,22,17,False
42199.235193586064,22,18,False
42199.235193586064,29,26,False
42199.235193586064,22,16,False
42199.235193586064,24,19,False
42199.235193586064,21,18,False
42199.235193586064,21,19,False
42199.235193586064,17,15,False
42199.235193586064,21,18,False
42199.235193586064,26,21,False
42199.235193586064,18,15,False
42199.235193586064,28,21,False
42199.235193586064,18,14,False
42199.235193586064,25,19,False
42199.235193586064,28,20,False
42199.235193586064,17,15,False
42199.235193586064,32,26,False
42199.235193586064,34,27,False
42199.235193586064,28,24,False
42199.235193586064,21,17,False
42199.235193586064,21,19,False
42199.235193586064,23,19,False
42199.235193586064,17,15,False
42199.235193586064,34,30,False
42199.235193586064,29,23,False
42199.235193586064,28,24,False
42199.235193586064,32,28,False
42199.235193586064,22,20,False
42199.235193586064,26,24,False
42199.235193586064,16,15,False
42199.235193586064,30,22,False
42199.235193586064,21,17,False
42199.235193586064,26,21,False
42199.235193586064,17,17,False
42199.235193586064,21,18,False
42199.235193586064,27,21,False
42199.235193586064,23,18,False
42199.235193586064,28,23,False
42199.235193586064,27,22,False
42199.235193586064,25,23,False
42199.235193586064,24,20,False
42199.235193586064,22,19,False
42199.235193586064,25,21,False
42199.235193586064,30,23,False
42199.235193586064,22,17,False
42199.235193586064,30,26,False
42199.235193586064,29,22,False
42199.235193586064,20,17,False
42199.235193586064,28,24,False
42199.235193586064,26,23,False
42199.235193586064,18,16,False
42199.235193586064,21,18,False
42199.235193586064,25,19,False
42199.235193586064,27,22,False
42199.235193586064,25,21,False
42199.235193586064,27,20,False
42199.235193586064,24,23,False
42199.235193586064,29,27,False
42199.235193586064,26,25,False
42199.235193586064,14,12,False
42199.235193586064,27,19,False
42199.235193586064,28,23,False
42199.235193586064,27,22,False
42199.235193586064,17,16,False
42199.235193586064,28,17,False
42199.235193586064,19,14,False
42199.235193586064,17,15,False
42199.235193586064,33,29,False
42199.235193586064,30,25,False
42199.235193586064,29,21,False
42199.235193586064,27,21,False
42199.235193586064,20,18,False
42199.235193586064,17,15,False
42199.235193586064,24,22,False
42199.235193586064,19,18,False
42199.235193586064,22,18,False
42199.235193586064,19,17,False
42199.235193586064,25,20,False
42199.235193586064,18,18,False
42199.235193586064,15,14,False
42199.235193586064,18,16,False
42199.235193586064,23,20,False
42199.235193586064,24,21,False
42199.235193586064,19,14,False
42199.235193586064,29,21,False
42199.235193586064,30,25,False
42199.235193586064,21,20,False
42199.235193586064,15,13,False
42199.235193586064,17,15,False
42199.235193586064,26,21,False
42199.235193586064,20,18,False
42199.235193586064,22,18,False
42199.235193586064,31,27,False
42199.235193586064,23,19,False
42199.235193586064,19,17,False
42199.235193586064,25,22,False
42199.235193586064,27,20,False
42199.235193586064,27,23,False
42199.235193586064,15,14,False
42199.235193586064,29,20,False
42199.235193586064,18,16,False
42199.235193586064,24,22,False
42199.235193586064,22,18,False
42199.235193586064,24,22,False
42199.235193586064,31,22,False
42199.235193586064,20,16,False
42199.235193586064,18,16,False
42199.235193586064,25,21,False
42199.235193586064,31,25,False
42199.235193586064,20,19,False
42199.235193586064,22,18,False
42199.235193586064,34,27,False
